city_index,bedrooms,bathrooms,sqft,lot_size,year_built,distance_to_center,school_rating,crime_rate,hoa_fee,price
1,4,2,1575.7184287122147,2111.8313920256855,2001,4.589845052781453,5.899741016552726,66.5218438957683,100,801164.201955494
4,1,1,1692.0856534240334,6110.994656198557,1983,0.97469982531304,8.66053201453723,28.173072588790042,0,861042.0765337604
0,1,4,2234.6852700991276,4776.648165843714,1998,8.083983887631414,9.2868860204608,12.62464914766769,50,834882.0964124299
1,4,2,2304.436456902251,6728.980044018203,1997,10.955793954335165,5.614632250874215,35.605685160530314,0,1026258.2956221275
2,2,4,1196.2550101972633,5216.107845920458,1997,2.02181944666282,4.951245994374908,77.74708008610466,0,1068502.6981301848
2,3,4,2257.4055356588697,7416.897080291211,2014,1.2586988899234475,5.958226475980922,35.17190331760713,0,1550246.477533427
2,1,4,1409.5672615462622,5923.937850980617,1975,5.129082786735692,5.87162412219783,55.7768211176361,100,1092559.3606192314
0,5,4,2081.352991104632,7071.988450401703,2015,13.033416494800203,8.804132431817564,24.627338788401364,200,796461.1709281311
1,3,1,1684.820554522507,800.0,1952,1.439136742831828,4.946998372578699,27.564895438165927,0,876137.1306761252
0,5,3,2739.4731295433908,1914.13607375635,1985,3.5538507023123693,7.613645307912275,38.80311597608757,100,936921.1561939581
2,1,2,1549.1552226113126,4089.1208252809315,1982,5.426124576930388,8.581756910520783,71.64541039438905,50,1163356.3559653577
1,2,3,1907.1671045368698,7698.921962250604,2014,4.729671285065134,7.7288306449242565,56.503492585588816,500,950406.9088012545
2,4,3,2163.9558945356566,9701.32431516935,1953,5.991194871271129,7.154682906572922,9.202191201130809,200,1448756.058571795
2,4,3,1275.6246899262708,4589.410544032805,1966,10.000709027006835,6.256683218430132,50.00096181860967,300,1098510.2632043194
3,4,2,1756.285766743833,3471.04984027955,1984,8.186715048830987,9.273464947792425,22.768977223920885,200,1069643.2369646179
2,5,4,1640.0490692261176,800.0,2010,3.4978375389850083,6.132116512442955,29.776576969570492,100,1350466.2543366551
3,5,3,1491.711909956416,7158.9094101829105,1984,1.419811910938691,7.9224264762087815,47.655856078922945,0,1108450.593659362
2,1,4,1536.1661991100564,3624.523562013808,1997,8.576629105802706,6.26189719840993,60.976535657864986,200,1117526.4909538575
3,2,1,2467.208758882077,12395.836673395388,1963,3.5457503896469307,3.7374453753965615,60.23898412290139,200,1082972.2176276078
3,5,4,1440.8695591438,3151.490199913717,2019,4.687449425124984,6.095535933765217,44.97349951536038,0,1007113.7549171349
1,3,2,2139.8447296029635,10263.187742151662,2008,7.663395963582045,6.265574255536661,45.184261774959985,0,1001689.3341945377
1,5,2,1988.7570012186866,6870.918458968667,1953,8.410379720016865,6.284907275635669,60.19318097757203,50,977249.7989184365
3,3,4,961.8119305348945,2429.339001696583,2002,7.386483310502778,5.509534876976313,16.366839243229276,0,898037.8975281769
1,1,2,2111.501663055865,5580.3594716089665,1959,11.730981777318883,7.438655527820464,67.41032743255627,500,913272.3153065966
2,3,2,951.8920741453834,6928.451316376166,1991,4.348231689269171,7.6056342235145715,28.960274969133927,0,1015124.1765327129
0,5,4,2176.855096899096,4436.869518708542,2002,2.783636987878294,6.041271635727508,43.90920471189276,0,917405.9745884183
2,4,4,1495.6850141214911,7094.956776380746,2018,2.20885960795469,6.028676722551292,32.55620449257577,0,1307258.8382503283
2,1,2,1805.0203519538713,7039.89289837165,1955,2.900982377415388,4.923967606068668,22.659860516059737,100,1181731.127915242
3,2,2,1023.4320302241966,6490.846251485328,1971,2.9866789453306044,6.881543501805368,46.923857155559965,200,798043.8942215012
2,5,1,1873.4293941628896,4958.816579881236,2001,5.181304587456541,8.566879092796723,43.548035408822436,100,1385977.0100336338
1,5,1,2356.170250782372,2062.6497767346837,1969,6.390910611268909,8.567925698374783,38.419104411509295,0,1048131.34982532
4,4,3,1315.8207431864275,4808.036561311917,2002,1.9701925291388762,5.601276317402491,37.71001653874555,300,797820.8505983073
2,1,2,1435.6997483135933,5440.161659289608,1963,7.677625385613469,9.486787650540649,62.88920587033783,50,1087980.7823294695
4,4,4,2072.7726141404937,800.0,1962,8.148165007994585,5.956742898664146,72.89204635229254,0,873726.9508834833
3,5,1,2087.7709941881635,5423.088289978359,1990,6.490288460737208,4.976090452295461,58.79353857491405,0,1037779.2036437704
2,4,3,400.0,4757.9968379746415,2000,3.211120386635998,4.457230534073021,44.161128362921275,50,861148.230028
4,3,3,3009.243818269664,1758.434823037614,1965,9.77694363959348,4.8855983402234715,15.440998078924107,50,1043611.1269743895
0,3,3,2117.1320901289987,4167.484023270608,2014,4.294802483326693,7.000624724683515,49.4073354552578,100,823958.5291011786
4,2,1,2218.151197471777,4220.384132914252,2014,2.531500636048013,6.11380381284852,50.07085528931792,0,858191.1766051478
4,2,2,1713.8757320027898,9825.236333733548,1956,1.9548577791813606,5.55198819060311,51.56999394107673,200,682526.3036294745
2,4,3,686.7878948686532,5550.295865443418,1972,4.902948699998949,5.228907409520879,22.885285862015177,0,862708.7227207605
3,1,2,2204.833236750144,7590.113128286497,1991,3.2526274657334477,4.870823814868892,52.75095948708357,0,1114347.4259278758
2,1,4,1460.8871830614682,4705.461738773379,1986,1.5538227430825506,5.165196793060461,63.42379289114486,100,1226628.5114144753
1,2,3,2126.359016510004,800.0,1968,1.1978600703315794,8.023090507779711,25.260665513257383,100,974874.8541023695
3,4,2,1668.7193578423628,6680.854622054058,1989,5.401535090410174,9.205004773209811,50.26985946518175,500,1016047.0646033948
1,4,1,1942.8236274698265,3354.5331760311465,2021,1.3664756680755463,9.297740404729087,27.823350403234446,50,1053943.4169100195
1,3,1,1335.0021711544532,4160.999675030223,1972,0.5224007979036616,7.5306303922915525,38.43595487618197,0,902442.7165296183
2,3,2,2318.633365607359,2367.5718772113237,1966,8.221577581434948,5.761585950214024,25.769631964580036,500,1376240.872788422
4,1,2,1086.9725763253969,5181.9196598034,2004,2.1535081580675643,5.498279769576807,34.739315325223544,50,674686.6719827044
1,2,4,3147.341655203514,7662.9459040561305,1992,5.966844317714707,7.6342097407776555,34.85562012581906,100,1280494.721606846
2,1,4,3142.769180992207,7331.845271186565,2001,4.836670940210175,6.130462696613431,46.18412418602796,0,1716425.606994693
0,4,1,2779.6197512799063,8965.473769462911,1997,2.735876458535006,7.117874818901978,53.35537496354029,0,947611.3238760118
0,4,3,2565.287391464706,9319.898644885277,2006,10.45895854853455,9.395656978551724,58.24266421837868,500,921162.1768789529
0,2,2,1749.2709850598153,800.0,2003,6.584528277941454,6.82524286783337,30.22050951615492,500,606206.0041801516
0,2,1,2499.928023448325,2015.9485976771703,1994,4.11561236002189,9.916777176569678,45.398027688861745,500,874525.1594643113
4,2,3,1742.2941010343234,800.0,1983,2.3096986898467313,4.8096877750180145,23.527534018067918,200,763474.6275494747
4,5,3,867.8894746528158,6579.826025973975,1984,6.2551660700577845,7.1711336105536505,38.33967944204197,50,553697.6699162965
4,3,1,2701.920848418413,3267.2955405021185,1969,6.883550657654945,6.970604780840067,40.64111279736303,100,951128.7510483166
0,4,2,2477.294677753503,3777.0491703901757,1983,4.549553559864485,5.0238780930184905,26.161947149553693,0,863366.71265587
0,3,3,1781.1965354067388,4458.506420181362,1994,4.187990797649991,7.702483318350788,48.38658626907511,200,659203.959164853
1,4,2,1064.88944560131,5956.426720226879,2003,6.572868062315083,8.796214991776797,37.663680756708324,200,704996.7010506233
2,3,2,1448.2795940526157,1286.6973799838593,2007,4.049688287006418,9.804004725846639,42.31553800171836,100,1199592.564412181
1,2,1,707.3126490674942,1852.8413434147824,1977,2.497275123080258,7.116934785830401,58.367627897318826,50,591854.1738535292
2,5,1,2367.048511570786,5003.240516327767,2004,1.453640054127895,3.649839766978725,33.58484960807891,0,1570798.169806883
0,4,4,838.0146198814919,7996.864840386168,1982,4.071204553221252,7.215484633991854,52.75297409755491,200,559593.4579514528
3,4,3,1972.098522088006,4936.506491872288,1976,1.4159124974411617,7.612939372240625,61.64317294094256,500,1158435.7772805775
1,5,1,1293.783991332187,3020.850734044919,1962,6.937682569422095,6.147221003585515,60.724052526723156,50,765496.2378914256
0,2,2,943.977933000314,800.0,1969,4.071478183748867,6.822678913150168,37.17797205618313,0,577965.1657062953
3,1,1,1943.013055967143,7381.688962650698,2000,7.614330898361748,5.7748605131766615,25.410067322868557,300,936495.0702982169
4,3,2,1599.720368812781,3160.1708765237995,1966,5.081143488969905,6.2994565881645,29.351025129852907,100,738859.5598476267
0,2,1,2302.9134632552204,2131.407710620697,1955,5.983745008960025,8.026230477968936,16.1997620010888,100,681162.3065866078
2,3,3,1039.436838762776,800.0,1970,2.6693609393217774,8.583535610302455,50.290280716721306,300,1107296.3476878928
4,2,3,1345.6112127157066,1402.2479721450864,2023,3.8886314874975003,4.593936617098621,51.221286311515094,100,772904.6725686064
3,2,3,400.0,2596.964448865368,1961,5.035551991035072,5.7330164233530265,41.76097976031416,100,663567.1941332348
4,2,2,489.3919906032463,4402.878159514622,1960,4.662658772566424,4.117318262234647,19.35796176773985,100,453951.8312859494
2,2,2,2878.915445987108,1978.1457380983575,1979,4.5307588327262005,9.25748638822731,34.52073526277634,50,1570026.0349862517
1,4,1,3050.1589464598014,5464.270093869093,1978,1.936125606248402,7.8061692792336785,60.70388730242537,0,1240592.2862178723
3,3,1,1855.6357231343718,4383.880650204745,2018,0.9478173236389021,3.4984949001212295,49.14495975395226,0,1019854.66441226
0,3,2,1305.7027404560931,10554.980722961318,1967,1.8301475281933484,6.4031978563108085,51.74572294835778,100,639275.5257164304
1,1,2,1620.9306447059357,800.0,1980,0.3851188878029891,6.0748113917747455,89.62088987782175,0,839403.7854754666
3,3,3,2324.1445214918185,5403.698575780954,1971,1.0773037661977778,5.366091583703737,44.92111999735732,300,1174769.5316295114
3,1,1,1491.3665881067723,5435.012472602392,1968,5.274702783129633,8.054415975554596,7.620188721977847,50,991563.1938710613
0,2,2,1942.5803202250136,2423.606490192128,1973,3.551462170270067,8.020080263710604,23.483500724558233,100,770259.2791408007
2,3,4,1792.3463697112502,5238.130993618652,1969,2.385906132483626,6.904177414522546,44.583334867445636,0,1407191.8734973182
1,1,4,1458.7123979502853,6923.985916016789,2003,3.5034868430930746,5.537521337720319,40.281086429778114,50,851770.6826205656
2,2,4,1484.2843524048774,5241.228706394581,2008,0.7691640871318762,5.550127956100064,37.42018450866666,50,1235790.216732289
4,2,2,1975.992523011305,8461.157212049595,1963,4.003502653874434,6.56589012605285,37.68352437989639,200,852911.852448172
0,5,1,1213.8671181675352,800.0,1986,1.543037780769774,5.814295463900569,28.233469418529765,0,697173.9134661427
4,5,1,2071.0376073741095,2894.4164679931987,1969,8.929629725257769,6.491267818824382,45.60721582302968,50,772346.993319192
2,1,1,1517.0526242104909,8687.640118077361,2014,6.160219626780633,7.337121644275441,60.91541140007948,200,1071569.090671091
3,4,4,1876.4203827889382,7280.065833159626,1957,5.825865866878073,4.199707305149597,65.98507977891354,100,998809.4405323678
2,4,4,2630.3775397011354,6351.27927816572,1980,4.608446797204091,5.362723573721893,65.55975240708965,200,1627000.91324946
1,2,4,1699.0847728638284,8083.038516298648,1974,6.4990614619362415,6.449460558771905,25.66049993980688,200,964864.1829498227
3,3,3,2351.882604115195,800.0,1976,4.017678198409609,8.848017345835519,39.697370324606666,100,1206957.9283085598
3,4,2,724.7802864697028,6989.026656807052,2019,2.337195875415965,7.7680003250108784,35.29239883669119,50,823288.9585212825
0,2,2,1517.7821918156433,7660.925406048556,1990,5.89057038309299,6.4946239616241845,48.87959695526433,50,524342.3385138337
3,1,4,1816.6131726456438,3353.249584560659,1978,7.876966150256716,7.10346306067239,38.7595541985009,0,987223.2162940563
3,2,4,2953.9984075238754,11573.092794728065,2009,2.0242663476177962,6.347744198427162,36.61558768010518,0,1491965.1039619255
1,2,3,624.0287500440656,5490.872410155143,2007,1.2092133857805056,8.115835660773996,61.8186893293358,100,734551.1660769669
4,2,4,1742.2740828643339,800.0,1960,12.388678849059882,7.150629727091896,41.47567635046337,300,796861.908241934
3,2,2,2674.013310549758,5953.179994834385,1984,9.63024107562318,8.418200366574904,41.862754368214,100,1207868.8062704
1,1,2,1328.9877568398767,3200.3499250265027,1980,4.3121661195102385,4.466991976392831,46.1985726892272,50,728122.3246353682
0,5,4,1672.2967137445978,7912.488184823795,1983,0.6095443108711092,5.2907141898633085,50.142906540693645,200,772908.9877914567
3,1,2,1999.0433910333236,6369.860083478245,1975,5.053546567971933,6.911857004953166,50.22933807042601,50,1033168.0269355006
1,4,4,1910.705132233668,3505.1948193095222,2010,16.40079154014249,7.240266783003271,63.28206013448204,0,1056226.9102089936
3,4,2,2739.4622852726484,8756.12979565724,2023,6.4657449424223215,10.0,20.715759647553053,0,1350306.9312731612
2,4,2,2069.0842860439393,7348.628264948276,1951,6.127233439585168,3.7883800464731263,44.86693534789603,200,1296774.3394532844
2,5,1,2596.6637373085314,2930.200030794746,2013,4.098691572212934,6.450387121454276,38.464308046982204,100,1550031.6111287884
0,1,3,1583.9949856140531,4619.8872985978805,2014,5.777015164967798,6.383117016252896,35.48681884498539,100,574862.3807929974
3,2,2,1355.684753249822,6292.291976910201,1977,6.445742155367195,6.8567579186306045,51.36670942439736,100,900350.8703439939
0,1,2,1664.5660841882186,4089.3418430684455,1985,4.780179162221785,9.099890931932764,59.44814405940775,100,727110.0506527759
2,3,3,1104.5381439794392,4164.001490381863,1957,3.7051264633702408,7.814413421507702,31.12360966373446,50,1121128.0053592331
4,4,1,2090.107017726057,5091.81257066121,1975,4.833248565320067,4.093978517701455,65.3040625668936,100,809710.2177315209
4,5,1,1568.4731323468527,2335.5035399065264,1967,4.685795304501015,8.80063917091531,18.525285248699152,0,878047.5780048344
4,2,4,1396.9266600135147,800.0,2017,0.7268430137327682,8.75879453661625,48.85392157740079,0,877412.4852158288
4,2,3,2099.195045772601,5597.837155830094,1957,14.524370419782983,6.894611850798303,26.639712930177076,50,856461.6514288415
2,5,3,1113.770533215427,800.0,1975,6.130273772236394,4.0733521281827505,30.373420690594138,0,1107573.7820843568
1,4,1,2262.3013283134765,2517.4032421381985,1985,8.713523901220082,6.2725715365195445,40.901192544533764,200,1007634.917443221
4,4,3,1512.9975669051835,800.0,2022,5.168572624252041,7.203091981865084,34.017656175032926,0,828223.5673201968
4,3,2,2495.4578664565106,878.8888805967417,2010,2.9543308135559565,7.994826520106205,5.0,50,1083038.2506865482
4,3,3,1564.3574530622595,6065.887935298229,2019,7.59035587426017,3.84432831312666,49.172043422312626,50,705566.4294030803
3,2,1,2179.1457999347545,4444.229587349817,1972,1.1487094269004055,5.3463431784985005,51.696408771405444,100,1097741.1540554774
0,4,3,1907.7374242637436,4353.998861329691,1969,6.290494146347522,8.14702461716206,37.584048819128924,0,713946.3167969366
2,2,3,2246.341124228692,1710.2455409399763,1992,7.536501769699359,8.752647606016328,36.4054217175805,200,1467147.9019854446
2,5,2,1865.9681352885764,3360.377277903597,1975,4.050030687164211,7.145791148994709,34.4066485982751,50,1466356.6144854554
4,1,1,801.9615525940537,5941.1378980254685,1951,5.907270887011713,8.222768320430408,14.328020956199236,0,557169.8120736706
1,3,4,2405.276123545279,4869.781836733749,2010,0.739262105706631,7.18292190650948,12.74067613870401,0,1290400.1563197803
1,2,3,1747.3902465252556,7056.685152604963,1957,6.075196282166202,7.944627137170932,52.0544756719137,300,918225.0628833806
0,4,3,2273.7096464128877,7412.730030314786,1964,3.3611723729275194,6.71768341269869,55.97051054388551,50,703897.6602330069
4,4,4,2214.147886121314,4369.450354354472,2019,5.926498671135693,7.219922814827325,48.952442724362214,50,985072.4662806493
3,5,3,1336.022111393195,800.0,2004,4.172312386732711,4.66733210992532,45.68880521289131,0,995371.6927810383
0,4,1,1251.122756894822,3108.3877523344595,1997,4.137184948151962,7.583205898958857,51.74079347997059,50,506485.46525832475
2,2,2,2193.2130608694024,4755.776797818271,1959,6.044875141991209,4.621470728172152,50.74165348548033,0,1300997.1143541376
2,2,4,1618.0505823536917,3058.7823699897144,1968,3.4780838684083366,7.581524098970881,28.222678521129396,0,1278327.0804068837
2,5,2,2361.8575676798982,2363.439471665617,1965,4.034079831622257,5.841525444527543,43.33691112651127,200,1426689.8274552994
4,3,4,1693.079434282186,5174.380710558716,1997,12.716754276395587,7.054982455945854,35.558909498078336,300,758216.3096831599
0,1,1,2414.045866468973,11075.757756833202,1987,9.071790455611023,5.070804919089519,35.75705853179811,50,784667.8079968772
1,5,2,2053.982690525461,3779.5298449090624,1976,3.7036866871508276,5.744587718889573,57.10306982067728,0,844503.4715872388
0,4,2,1972.784996228489,4992.985368770563,2005,4.226885450371962,7.051956379070658,63.61992099566547,50,769433.3577557276
1,1,3,1575.5932807558354,1719.9103069225284,2007,2.8081280421151305,7.631497449876521,5.0,300,980361.040418626
4,4,1,1939.45656843691,8108.502637603784,2004,3.369447919988729,8.14068676573845,36.17388614435692,100,878849.8801353094
4,4,1,2515.7116289716255,7186.857608378557,1957,3.4813612010858055,4.77488950424015,35.388449319107735,0,987335.9311825226
0,4,3,1767.4707248020081,7014.335348664794,1995,4.627208217747901,4.248300770467885,57.422074150325074,100,675326.5632600418
3,5,2,2118.704666210313,8399.489528261864,1965,0.8335182859268474,5.037040502140296,18.244367354741215,50,1142678.358807078
1,3,4,1827.8160457498236,3931.646613262982,1970,3.305795012031268,4.901587665957157,5.0,0,995427.6696218435
0,3,4,1874.7624256472532,4243.955450385945,2022,2.9318390073491396,8.850243393018348,52.31402651130952,500,787374.9234469127
1,4,2,2834.046454162979,9274.696329716626,1980,9.812064705737473,8.510312145470406,54.44400903780836,0,1150745.9125268983
0,1,3,2521.0380186237307,6581.820257361396,2008,4.195003931218822,5.005074900223565,13.239932591474297,50,850567.159161795
2,1,2,1847.6422891174311,800.0,1968,5.042978413222407,9.065463629125265,38.13397426691722,100,1211410.3378670707
4,5,2,1928.6724527616204,6137.052439092524,2021,3.241581633390924,8.420747965273776,62.952721077180996,100,883267.700613103
2,2,3,1378.8776978694186,3545.754848076009,1970,4.217673194676855,4.055595712978423,23.82934180211757,0,1071301.5828042773
3,3,2,1696.217072241028,7245.429561641644,1963,3.3694279976469006,4.95465150492938,41.51577406542087,100,984230.0404996929
2,2,1,1985.638672529169,6020.476173550434,1973,4.672231632761665,4.0111102215599175,47.619434258538746,100,1176743.2154715795
0,2,2,2310.368153741477,800.0,1962,5.898810500225381,6.37012753189443,18.58552646723623,200,700623.087276328
0,3,4,2249.5325381465514,5672.075426238694,1994,1.599826262700797,6.526118186085347,31.542372294243865,0,834774.9447787164
1,5,2,1134.4445664572938,5526.569318129019,1960,6.428978671387328,6.523309770650202,14.637454480657315,0,799116.4454215517
1,3,2,2386.189638407179,5908.656216161966,1965,2.182603891681453,3.4599089099841303,37.53202379328703,300,1056376.725490441
4,1,3,1746.7357923734683,6438.8221297832715,2001,12.988146575163688,4.359141598796567,28.13509941023453,100,773160.4890182144
4,2,1,1207.8051865934772,8739.91489955433,1953,4.608226810127863,6.890232313737729,43.11528556879335,50,612460.7260510259
4,1,2,2601.830842459153,6034.722474035746,1982,4.998306033388634,7.433333729225199,49.52237819000767,100,965467.6533257653
3,5,1,2677.9673980427715,5057.246151186161,2001,5.126127085083798,3.4702830556550364,60.829432003173295,0,1229932.4175499885
2,2,4,1958.2481894043963,7869.918885470563,1982,4.419220764553525,4.578301973250856,74.98421144177127,300,1331628.1141371925
3,2,4,2225.276161143141,10606.85180897442,1951,2.6170969519390264,8.033619709879387,43.11549775990902,100,1195538.4869696205
2,1,4,2260.469525246659,7287.676885420223,1961,5.006620172013321,4.663470174142795,35.2514476971143,200,1363202.8650245927
3,3,1,2637.4632916873506,5515.515317020226,2021,4.8248297849185855,6.477951251294146,34.380022819295235,100,1204621.7119957786
3,5,3,2236.841115259035,6081.326374422297,2007,2.3996066547553454,4.520684928391778,25.5270052190655,200,1300134.9724928334
3,3,3,1003.3870335368588,5640.109398495645,1975,1.614837026150027,7.747222930789981,46.72232030292982,0,887669.8483607803
3,4,4,3005.884649382677,5046.296038183318,2014,7.560243923952851,3.4745261593198213,32.576886170522954,0,1455296.0926144905
0,1,1,2439.3941336880257,10412.927078765952,1950,3.301907181889112,6.043311491318149,47.77078366159064,50,683346.0151809861
3,1,3,1494.2854768363413,3127.366564208919,1953,3.854428816696561,7.910459642267535,26.00460214548001,300,903868.1230073154
1,4,1,1182.224956585554,7887.264570606749,2015,4.839048898295163,7.415042907463291,33.00884905925678,100,749018.0758176665
3,1,3,2102.8880582424504,4685.357643248566,1999,2.5672388942738915,5.803831444087446,46.48530125726697,50,1142574.3066594019
2,3,4,1633.0439769794525,1298.9520746531903,1994,5.285324463949948,5.45197678586171,38.12642092859076,0,1263455.392367459
4,2,1,1997.9972123993755,4529.205641033734,1975,3.977078929243854,6.150655212876638,11.195178417038822,100,793250.6339529847
1,1,1,2246.044104766958,3633.0604156152135,2010,4.227563985173564,4.565973375809681,39.772107721636054,100,1057400.2924157954
4,3,4,1460.1348672019228,6443.943296044148,1995,8.477720892508938,6.349988880250887,27.973394038176004,50,805330.9735843502
4,5,1,1130.3352043893976,5228.250556646427,1982,4.724988885141709,6.375686052935117,57.72144274771986,200,671920.8903773031
1,1,3,2031.4910807231868,2444.932840880078,1978,3.7302426802603796,5.873076115342437,54.566667068523216,0,899720.4983188707
2,5,3,1479.967286833816,8677.519783724289,1976,2.0429380561098953,8.000521421701867,5.7560440850647865,50,1242123.9621990847
2,3,2,1887.657471439439,7725.3350111893105,1992,5.1102083167081185,4.894274564232235,52.02248343253976,0,1325270.6350536805
3,4,4,994.0041378226413,8965.138830241003,1998,7.370462035156092,3.9434188741147485,45.83949379388315,0,756037.4882814696
3,1,4,1648.6903653152174,5592.411660170291,2009,3.7733049068374798,5.712020940262251,17.739357967307335,0,1022299.2957341626
4,5,2,2228.971134623998,4910.667329298274,1980,7.334377780294663,6.6859964629275375,53.174851789468136,200,861124.4176606548
1,1,1,2163.559504588078,6758.901206546552,1968,5.155569768449839,6.339907614880295,20.801731076391754,0,899906.476412579
2,5,1,1326.9852174760388,3556.3124476977446,1991,4.488947791787596,6.273256976083013,57.180671720847734,0,1109473.943384291
2,4,1,1099.041378409169,5325.14888679959,1993,5.556378121037353,4.810453230476668,30.307174532060085,50,975036.1656509811
4,2,4,1809.4582138510752,4560.805251696587,1970,1.6655424108590275,5.026190026182353,17.229290502795124,50,804272.8711140838
1,1,3,2136.6196782116454,1347.4142070251983,1955,3.337165405541355,5.767480728649341,71.81121856098432,200,946576.548770056
2,4,3,2043.1050841155306,5318.638762097681,1974,3.423954926988542,5.649204010995418,16.80507248573616,200,1469138.8794438443
0,1,1,1492.704093383214,3897.582770641745,1955,3.882327833326886,8.14712834823099,27.909638168670295,100,505208.4082175317
4,4,4,1978.694665491962,4393.61958995424,1956,11.733407324049896,6.895873780224943,30.851193884513297,0,870691.9366031513
1,4,3,2701.4132827655967,5909.462364124886,2021,4.584998382055928,5.701154761123498,33.16497457710676,0,1250283.7437620533
1,2,4,1923.0868123854166,8181.3328349665635,2007,1.4687502465858202,8.142519586454362,50.481720632145915,0,1083737.9062437923
2,2,2,820.1112385088279,2878.074773630054,1952,2.810399564834079,7.169417882847251,40.86867903281573,100,904821.6620727082
2,2,3,1921.9202028603854,4158.604462176608,1975,4.229857281460917,4.463684595207231,55.06454316299332,0,1258930.793387057
4,2,3,3026.3741827275653,3087.293259100473,1968,4.713313386748049,1.637490773182436,45.578757656779715,200,1028699.6034355595
2,1,2,1027.5655121306427,2924.5485305025213,2022,0.36486522562180457,4.510648121103134,14.905000749921669,500,1056391.2371582144
2,2,3,1817.8347970974132,3513.577640875569,1982,5.863738907263376,7.392401927592683,48.24785828654305,200,1191571.1516257585
0,4,2,1664.1987401807194,4508.874292962014,1969,6.021375666527909,7.837227581873174,43.507097836954216,50,662401.4235073476
0,2,4,1857.5297755650383,6464.6791421937605,1996,1.9747006536235807,4.009654077957949,30.63056994259128,200,748242.8007758636
1,4,3,1916.5512918922632,5801.114411962095,1985,7.244037985915494,7.487966323655821,71.10587998780458,0,924331.6502637754
4,5,3,2483.9831916377548,2357.8575022918762,1963,3.75524340875045,7.4311097662404695,49.12522170230327,300,983228.3304540529
4,4,3,1850.8699718404864,8235.400809792882,1972,2.267143224976124,8.592562648279216,54.12590114616709,50,907344.4167933867
3,3,2,2566.355734327228,7361.0307661925945,1959,1.8694656780228633,7.925591219013219,54.648594438448846,100,1198040.4395943345
3,2,4,1729.4066047281106,2747.0358734757406,2001,5.785990722525307,8.527823702003616,33.69919730357999,0,1095453.6235402906
1,5,1,1589.9179356152201,8060.277229798901,2021,2.9429860463252377,7.232548867417112,49.500777146575345,100,893183.9406699891
0,2,3,1398.4902101768366,5817.346031490691,2009,5.03278378717487,7.182382834700612,44.740403555904045,0,594672.303546692
0,3,1,709.7477825279084,4608.861742686884,1977,1.8271119127210476,5.994073119108533,31.644618730566975,0,511178.2931252931
1,3,2,1965.468847155504,5895.200111198281,1986,3.4518045153425545,7.730384545076005,21.676256504130336,50,1059598.0631173335
1,4,3,3032.4001730831055,4935.573010936195,1954,5.5518259055764,4.501389919173974,40.36347396416513,0,1158410.6056243316
0,3,2,2074.941286371517,6362.696636203516,1977,8.319887610137217,6.291983856852606,48.80394023284801,0,755338.4066838465
1,4,4,2212.0484124970076,5468.288807827918,1952,8.867622112545618,7.30982530748701,40.24364400045369,300,1038436.028611518
0,5,3,1552.181204991327,4156.434869319493,2005,8.21822252461485,8.612322291893832,37.26532979552768,0,629809.0765211118
3,2,2,1653.3999652357975,800.0,2017,16.98837356764153,5.783092733768616,40.410369848401395,100,869156.1541853591
4,5,2,2390.7848929999573,6317.956351579815,1964,5.082428108011216,7.9498715785054745,35.69531125584424,0,997943.6306587993
3,1,3,3005.216184173892,4065.8618040331658,1999,1.7857392324265606,6.204232103453764,63.23978922708656,100,1278655.2163196707
2,5,4,2692.7687614780916,6944.866524113116,1994,2.8572157885090186,7.980588404510847,44.05361239388817,500,1689555.1926162355
2,1,2,2283.1467778368133,6204.1876556893,1980,8.721799743880798,5.297971841394867,32.70306007524119,50,1339343.8988199155
1,5,3,1821.0903476343053,4130.839472109977,2004,2.598771614492676,7.588957357014664,12.87960785217296,500,1069501.8819938728
0,2,3,1925.8313485603942,7557.470477693338,2000,0.2645588301348036,6.3569933435404975,37.04187143482335,100,815613.1434503195
2,5,1,1347.8956083430473,5512.104154591428,1969,3.539748514839334,4.722348220908414,31.347641253641658,100,1190401.5096537762
2,1,4,931.0994872184058,5409.1071184452185,2009,7.152038913248201,6.270053579337219,30.79058578692607,0,987737.7791716552
0,3,3,1123.9209853440354,4654.723283092144,1998,2.8179742285595903,8.482566831530114,54.13916948056045,300,619265.5793982113
2,5,1,1829.8800207131626,9208.889280599495,1973,8.986359185688544,4.971192620526152,41.196034907863876,200,1257870.9211733877
1,1,3,1624.8046431439936,3216.8331772608544,2004,12.426862302072628,4.273523843184196,14.763321521096913,0,879157.267920454
0,2,3,918.3349771681892,4193.313656352362,1997,5.004822028621052,7.098113784898147,49.28247770192172,0,586123.5429595368
3,1,4,1777.6059725701584,1906.6621373000085,1958,13.75871625378086,3.9833028465824194,16.269450121346154,50,935506.4459078764
2,2,1,1608.941805320433,6816.827693311265,1962,10.565453122965126,8.845032441346461,50.39979730398983,0,1144427.0489125366
3,2,2,1096.2906868295518,3544.627484105816,1973,7.292514484986155,8.807240547346707,32.873871396232474,0,783154.280108976
3,4,1,1577.8925936279577,3824.9110456841954,1953,5.442092831286869,8.05742049157468,41.303608178434835,300,922285.0383191434
4,2,3,1607.4281995701936,3707.658419607048,1980,5.135125530960827,6.483152016914855,39.62640067596565,200,776655.6770139983
4,1,3,1430.01771604532,5156.804790155969,1984,4.0622195908945065,8.996992501687155,37.77809750530491,50,792756.6871198245
